LOJA;ITEM ;Rede;STATUS 
299 ATACADAO - DIADEMA SERRARIA;BOBINA 25X35;ATACADAO SP;ATIVO 
299 ATACADAO - DIADEMA SERRARIA;BOBINA 30X40;ATACADAO SP;ATIVO 
302 ATACADAO - INAJAR DE SOUZA;BOBINA 20X30;ATACADAO SP;ATIVO 
302 ATACADAO - INAJAR DE SOUZA;BOBINA 25X35;ATACADAO SP;ATIVO 
302 ATACADAO - INAJAR DE SOUZA;BOBINA 30X40;ATACADAO SP;ATIVO 
303 ATACADAO - INDIANOPOLIS;BOBINA 20X30;ATACADAO SP;ATIVO 
303 ATACADAO - INDIANOPOLIS;BOBINA 25X35;ATACADAO SP;ATIVO 
303 ATACADAO - INDIANOPOLIS;BOBINA 30X40;ATACADAO SP;ATIVO 
304 ATACADAO - INTERLAGOS;BOBINA 20X30;ATACADAO SP;ATIVO 
304 ATACADAO - INTERLAGOS;BOBINA 25X35;ATACADAO SP;ATIVO 
304 ATACADAO - INTERLAGOS;BOBINA 30X40;ATACADAO SP;ATIVO 
305 ATACADAO - ITAPECERICA DA SERRA;BOBINA 20X30;ATACADAO SP;ATIVO 
305 ATACADAO - ITAPECERICA DA SERRA;BOBINA 25X35;ATACADAO SP;ATIVO 
305 ATACADAO - ITAPECERICA DA SERRA;BOBINA 30X40;ATACADAO SP;ATIVO 
309 ATACADAO - OSASCO BONANCA;BOBINA 20X30;ATACADAO SP;ATIVO 
309 ATACADAO - OSASCO BONANCA;BOBINA 25X35;ATACADAO SP;ATIVO 
309 ATACADAO - OSASCO BONANCA;BOBINA 30X40;ATACADAO SP;ATIVO 
310 ATACADAO - OSASCO CENTRO;BOBINA 20X30;ATACADAO SP;ATIVO 
310 ATACADAO - OSASCO CENTRO;BOBINA 25X35;ATACADAO SP;ATIVO 
310 ATACADAO - OSASCO CENTRO;BOBINA 30X40;ATACADAO SP;ATIVO 
312 ATACADAO - PIRITUBA;BOBINA 20X30;ATACADAO SP;ATIVO 
312 ATACADAO - PIRITUBA;BOBINA 25X35;ATACADAO SP;ATIVO 
312 ATACADAO - PIRITUBA;BOBINA 30X40;ATACADAO SP;ATIVO 
320 ATACADAO - TABOAO DA SERRA CENTRO;BOBINA 20X30;ATACADAO SP;ATIVO 
320 ATACADAO - TABOAO DA SERRA CENTRO;BOBINA 25X35;ATACADAO SP;ATIVO 
320 ATACADAO - TABOAO DA SERRA CENTRO;BOBINA 30X40;ATACADAO SP;ATIVO 
321 ATACADAO - TABOAO DA SERRA RUA DO TESOURO;BOBINA 20X30;ATACADAO SP;ATIVO 
321 ATACADAO - TABOAO DA SERRA RUA DO TESOURO;BOBINA 25X35;ATACADAO SP;ATIVO 
321 ATACADAO - TABOAO DA SERRA RUA DO TESOURO;BOBINA 30X40;ATACADAO SP;ATIVO 
322 ATACADAO - TAIPAS;BOBINA 20X30;ATACADAO SP;ATIVO 
322 ATACADAO - TAIPAS;BOBINA 25X35;ATACADAO SP;ATIVO 
322 ATACADAO - TAIPAS;BOBINA 30X40;ATACADAO SP;ATIVO 
325 ATACADAO - VILA LOBOS;BOBINA 20X30;ATACADAO SP;ATIVO 
325 ATACADAO - VILA LOBOS;BOBINA 25X35;ATACADAO SP;ATIVO 
325 ATACADAO - VILA LOBOS;BOBINA 30X40;ATACADAO SP;ATIVO 
240 ATACADAO - FERRAZ DE VASCONCELOS;BOBINA 20X30;ATACADAO SP;ATIVO 
240 ATACADAO - FERRAZ DE VASCONCELOS;BOBINA 25X35;ATACADAO SP;ATIVO 
240 ATACADAO - FERRAZ DE VASCONCELOS;BOBINA 30X40;ATACADAO SP;ATIVO 
241 ATACADAO - SAO MIGUEL;BOBINA 20X30;ATACADAO SP;ATIVO 
241 ATACADAO - SAO MIGUEL;BOBINA 25X35;ATACADAO SP;ATIVO 
241 ATACADAO - SAO MIGUEL;BOBINA 30X40;ATACADAO SP;ATIVO 
242 ATACADAO - SUZANO;BOBINA 20X30;ATACADAO SP;ATIVO 
242 ATACADAO - SUZANO;BOBINA 25X35;ATACADAO SP;ATIVO 
242 ATACADAO - SUZANO;BOBINA 30X40;ATACADAO SP;ATIVO 
243 ATACADAO - MAUA;BOBINA 20X30;ATACADAO SP;ATIVO 
243 ATACADAO - MAUA;BOBINA 25X35;ATACADAO SP;ATIVO 
243 ATACADAO - MAUA;BOBINA 30X40;ATACADAO SP;ATIVO 
244 ATACADAO - MAUA JOAO RAMALHO;BOBINA 20X30;ATACADAO SP;ATIVO 
244 ATACADAO - MAUA JOAO RAMALHO;BOBINA 25X35;ATACADAO SP;ATIVO 
244 ATACADAO - MAUA JOAO RAMALHO;BOBINA 30X40;ATACADAO SP;ATIVO 
245 ATACADAO - RIBEIRAO PIRES;BOBINA 20X30;ATACADAO SP;ATIVO 
245 ATACADAO - RIBEIRAO PIRES;BOBINA 25X35;ATACADAO SP;ATIVO 
245 ATACADAO - RIBEIRAO PIRES;BOBINA 30X40;ATACADAO SP;ATIVO 
246 ATACADAO - GUARULHOS AEROPORTO;BOBINA 20X30;ATACADAO SP;ATIVO 
246 ATACADAO - GUARULHOS AEROPORTO;BOBINA 25X35;ATACADAO SP;ATIVO 
246 ATACADAO - GUARULHOS AEROPORTO;BOBINA 30X40;ATACADAO SP;ATIVO 
247 ATACADAO - VILA MARIA;BOBINA 20X30;ATACADAO SP;ATIVO 
247 ATACADAO - VILA MARIA;BOBINA 25X35;ATACADAO SP;ATIVO 
247 ATACADAO - VILA MARIA;BOBINA 30X40;ATACADAO SP;ATIVO 
249 ATACADAO - ITAQUERA;BOBINA 20X30;ATACADAO SP;ATIVO 
249 ATACADAO - ITAQUERA;BOBINA 25X35;ATACADAO SP;ATIVO 
249 ATACADAO - ITAQUERA;BOBINA 30X40;ATACADAO SP;ATIVO 
250 ATACADAO - PRAIA GRANDE;BOBINA 20X30;ATACADAO SP;ATIVO 
250 ATACADAO - PRAIA GRANDE;BOBINA 25X35;ATACADAO SP;ATIVO 
250 ATACADAO - PRAIA GRANDE;BOBINA 30X40;ATACADAO SP;ATIVO 
251 ATACADAO - SANTOS;BOBINA 20X30;ATACADAO SP;ATIVO 
251 ATACADAO - SANTOS;BOBINA 25X35;ATACADAO SP;ATIVO 
251 ATACADAO - SANTOS;BOBINA 30X40;ATACADAO SP;ATIVO 
252 ATACADAO - GUARUJA;BOBINA 20X30;ATACADAO SP;ATIVO 
252 ATACADAO - GUARUJA;BOBINA 25X35;ATACADAO SP;ATIVO 
252 ATACADAO - GUARUJA;BOBINA 30X40;ATACADAO SP;ATIVO 
253 ATACADAO - ARICANDUVA;BOBINA 20X30;ATACADAO SP;ATIVO 
253 ATACADAO - ARICANDUVA;BOBINA 25X35;ATACADAO SP;ATIVO 
253 ATACADAO - ARICANDUVA;BOBINA 30X40;ATACADAO SP;ATIVO 
254 ATACADAO - IPIRANGA;BOBINA 20X30;ATACADAO SP;ATIVO 
254 ATACADAO - IPIRANGA;BOBINA 25X35;ATACADAO SP;ATIVO 
254 ATACADAO - IPIRANGA;BOBINA 30X40;ATACADAO SP;ATIVO 
255 ATACADAO - VILA JACUI;BOBINA 20X30;ATACADAO SP;ATIVO 
255 ATACADAO - VILA JACUI;BOBINA 25X35;ATACADAO SP;ATIVO 
255 ATACADAO - VILA JACUI;BOBINA 30X40;ATACADAO SP;ATIVO 
256 ATACADAO - AQUARIOS DULTRA SAO JOSE DOS CAMPOS;BOBINA 20X30;ATACADAO SP;ATIVO 
256 ATACADAO - AQUARIOS DULTRA SAO JOSE DOS CAMPOS;BOBINA 25X35;ATACADAO SP;ATIVO 
256 ATACADAO - AQUARIOS DULTRA SAO JOSE DOS CAMPOS;BOBINA 30X40;ATACADAO SP;ATIVO 
257 ATACADAO - ATIBAIA;BOBINA 20X30;ATACADAO SP;ATIVO 
257 ATACADAO - ATIBAIA;BOBINA 25X35;ATACADAO SP;ATIVO 
257 ATACADAO - ATIBAIA;BOBINA 30X40;ATACADAO SP;ATIVO 
261 ATACADAO - SAO JOSE CAMPOS JK;BOBINA 20X30;ATACADAO SP;ATIVO 
261 ATACADAO - SAO JOSE CAMPOS JK;BOBINA 25X35;ATACADAO SP;ATIVO 
261 ATACADAO - SAO JOSE CAMPOS JK;BOBINA 30X40;ATACADAO SP;ATIVO 
262 ATACADAO - TAUBATE;BOBINA 20X30;ATACADAO SP;ATIVO 
262 ATACADAO - TAUBATE;BOBINA 25X35;ATACADAO SP;ATIVO 
262 ATACADAO - TAUBATE;BOBINA 30X40;ATACADAO SP;ATIVO 
274 ATACADAO - SANTA BARBARA;BOBINA 20X30;ATACADAO SP;ATIVO 
274 ATACADAO - SANTA BARBARA;BOBINA 25X35;ATACADAO SP;ATIVO 
274 ATACADAO - SANTA BARBARA;BOBINA 30X40;ATACADAO SP;ATIVO 
282 ATACADAO - DIADEMA;BOBINA 20X30;ATACADAO SP;ATIVO 
282 ATACADAO - DIADEMA;BOBINA 25X35;ATACADAO SP;ATIVO 
282 ATACADAO - DIADEMA;BOBINA 30X40;ATACADAO SP;ATIVO 
283 ATACADAO - GUARULHOS;BOBINA 20X30;ATACADAO SP;ATIVO 
283 ATACADAO - GUARULHOS;BOBINA 25X35;ATACADAO SP;ATIVO 
283 ATACADAO - GUARULHOS;BOBINA 30X40;ATACADAO SP;ATIVO 
285 ATACADAO - ITANHAEM;BOBINA 20X30;ATACADAO SP;ATIVO 
285 ATACADAO - ITANHAEM;BOBINA 25X35;ATACADAO SP;ATIVO 
285 ATACADAO - ITANHAEM;BOBINA 30X40;ATACADAO SP;ATIVO 
287 ATACADAO - POA;BOBINA 20X30;ATACADAO SP;ATIVO 
287 ATACADAO - POA;BOBINA 25X35;ATACADAO SP;ATIVO 
287 ATACADAO - POA;BOBINA 30X40;ATACADAO SP;ATIVO 
288 ATACADAO - SANTO ANDRE 1;BOBINA 20X30;ATACADAO SP;ATIVO 
288 ATACADAO - SANTO ANDRE 1;BOBINA 25X35;ATACADAO SP;ATIVO 
288 ATACADAO - SANTO ANDRE 1;BOBINA 30X40;ATACADAO SP;ATIVO 
289 ATACADAO - SANTO ANDRE 2;BOBINA 20X30;ATACADAO SP;ATIVO 
289 ATACADAO - SANTO ANDRE 2;BOBINA 25X35;ATACADAO SP;ATIVO 
289 ATACADAO - SANTO ANDRE 2;BOBINA 30X40;ATACADAO SP;ATIVO 
290 ATACADAO - TATUAPE;BOBINA 20X30;ATACADAO SP;ATIVO 
290 ATACADAO - TATUAPE;BOBINA 25X35;ATACADAO SP;ATIVO 
290 ATACADAO - TATUAPE;BOBINA 30X40;ATACADAO SP;ATIVO 
294 ATACADAO - CAMBUCI;BOBINA 20X30;ATACADAO SP;ATIVO 
294 ATACADAO - CAMBUCI;BOBINA 25X35;ATACADAO SP;ATIVO 
294 ATACADAO - CAMBUCI;BOBINA 30X40;ATACADAO SP;ATIVO 
300 ATACADAO - GUARULHOS BONSUCESSO;BOBINA 20X30;ATACADAO SP;ATIVO 
300 ATACADAO - GUARULHOS BONSUCESSO;BOBINA 25X35;ATACADAO SP;ATIVO 
300 ATACADAO - GUARULHOS BONSUCESSO;BOBINA 30X40;ATACADAO SP;ATIVO 
301 ATACADAO - GUARULHOS CENTRO;BOBINA 20X30;ATACADAO SP;ATIVO 
301 ATACADAO - GUARULHOS CENTRO;BOBINA 25X35;ATACADAO SP;ATIVO 
301 ATACADAO - GUARULHOS CENTRO;BOBINA 30X40;ATACADAO SP;ATIVO 
307 ATACADAO - ITAQUAQUECETUBA;BOBINA 20X30;ATACADAO SP;ATIVO 
307 ATACADAO - ITAQUAQUECETUBA;BOBINA 25X35;ATACADAO SP;ATIVO 
307 ATACADAO - ITAQUAQUECETUBA;BOBINA 30X40;ATACADAO SP;ATIVO 
308 ATACADAO - MOGI DAS CRUZES;BOBINA 20X30;ATACADAO SP;ATIVO 
308 ATACADAO - MOGI DAS CRUZES;BOBINA 25X35;ATACADAO SP;ATIVO 
308 ATACADAO - MOGI DAS CRUZES;BOBINA 30X40;ATACADAO SP;ATIVO 
311 ATACADAO - PENHA;BOBINA 20X30;ATACADAO SP;ATIVO 
311 ATACADAO - PENHA;BOBINA 25X35;ATACADAO SP;ATIVO 
311 ATACADAO - PENHA;BOBINA 30X40;ATACADAO SP;ATIVO 
313 ATACADAO - SANTO ANDRE CENTRO;BOBINA 20X30;ATACADAO SP;ATIVO 
313 ATACADAO - SANTO ANDRE CENTRO;BOBINA 25X35;ATACADAO SP;ATIVO 
313 ATACADAO - SANTO ANDRE CENTRO;BOBINA 30X40;ATACADAO SP;ATIVO 
314 ATACADAO - SAO BERNARDO CENTRO;BOBINA 20X30;ATACADAO SP;ATIVO 
314 ATACADAO - SAO BERNARDO CENTRO;BOBINA 25X35;ATACADAO SP;ATIVO 
314 ATACADAO - SAO BERNARDO CENTRO;BOBINA 30X40;ATACADAO SP;ATIVO 
315 ATACADAO - SAO BERNARDO DEMARCHI;BOBINA 20X30;ATACADAO SP;ATIVO 
315 ATACADAO - SAO BERNARDO DEMARCHI;BOBINA 25X35;ATACADAO SP;ATIVO 
315 ATACADAO - SAO BERNARDO DEMARCHI;BOBINA 30X40;ATACADAO SP;ATIVO 
316 ATACADAO - SAO BERNARDO PIRAPORINHA;BOBINA 20X30;ATACADAO SP;ATIVO 
316 ATACADAO - SAO BERNARDO PIRAPORINHA;BOBINA 25X35;ATACADAO SP;ATIVO 
316 ATACADAO - SAO BERNARDO PIRAPORINHA;BOBINA 30X40;ATACADAO SP;ATIVO 
317 ATACADAO - SAO CAETANO DO SUL;BOBINA 20X30;ATACADAO SP;ATIVO 
317 ATACADAO - SAO CAETANO DO SUL;BOBINA 25X35;ATACADAO SP;ATIVO 
317 ATACADAO - SAO CAETANO DO SUL;BOBINA 30X40;ATACADAO SP;ATIVO 
318 ATACADAO - SAO VICENTE;BOBINA 20X30;ATACADAO SP;ATIVO 
318 ATACADAO - SAO VICENTE;BOBINA 25X35;ATACADAO SP;ATIVO 
318 ATACADAO - SAO VICENTE;BOBINA 30X40;ATACADAO SP;ATIVO 
324 ATACADAO - VILA GUILHERME;BOBINA 20X30;ATACADAO SP;ATIVO 
324 ATACADAO - VILA GUILHERME;BOBINA 25X35;ATACADAO SP;ATIVO 
324 ATACADAO - VILA GUILHERME;BOBINA 30X40;ATACADAO SP;ATIVO 
327 ATACADAO - SAO JOSE DOS CAMPOS SHOPPING;BOBINA 20X30;ATACADAO SP;ATIVO 
327 ATACADAO - SAO JOSE DOS CAMPOS SHOPPING;BOBINA 25X35;ATACADAO SP;ATIVO 
327 ATACADAO - SAO JOSE DOS CAMPOS SHOPPING;BOBINA 30X40;ATACADAO SP;ATIVO 
365 ATACADAO - ARACATUBA;BOBINA 20X30;ATACADAO SP;ATIVO 
365 ATACADAO - ARACATUBA;BOBINA 25X35;ATACADAO SP;ATIVO 
365 ATACADAO - ARACATUBA;BOBINA 30X40;ATACADAO SP;ATIVO 
366 ATACADAO - ARARAS;BOBINA 20X30;ATACADAO SP;ATIVO 
366 ATACADAO - ARARAS;BOBINA 25X35;ATACADAO SP;ATIVO 
366 ATACADAO - ARARAS;BOBINA 30X40;ATACADAO SP;ATIVO 
367 ATACADAO - ASSIS;BOBINA 20X30;ATACADAO SP;ATIVO 
367 ATACADAO - ASSIS;BOBINA 25X35;ATACADAO SP;ATIVO 
367 ATACADAO - ASSIS;BOBINA 30X40;ATACADAO SP;ATIVO 
370 ATACADAO - BARRETOS;BOBINA 20X30;ATACADAO SP;ATIVO 
370 ATACADAO - BARRETOS;BOBINA 25X35;ATACADAO SP;ATIVO 
370 ATACADAO - BARRETOS;BOBINA 30X40;ATACADAO SP;ATIVO 
371 ATACADAO - BAURU;BOBINA 20X30;ATACADAO SP;ATIVO 
371 ATACADAO - BAURU;BOBINA 25X35;ATACADAO SP;ATIVO 
371 ATACADAO - BAURU;BOBINA 30X40;ATACADAO SP;ATIVO 
376 ATACADAO - CATANDUVA;BOBINA 20X30;ATACADAO SP;ATIVO 
376 ATACADAO - CATANDUVA;BOBINA 25X35;ATACADAO SP;ATIVO 
376 ATACADAO - CATANDUVA;BOBINA 30X40;ATACADAO SP;ATIVO 
386 ATACADAO - FRANCA;BOBINA 20X30;ATACADAO SP;ATIVO 
386 ATACADAO - FRANCA;BOBINA 25X35;ATACADAO SP;ATIVO 
386 ATACADAO - FRANCA;BOBINA 30X40;ATACADAO SP;ATIVO 
391 ATACADAO - JACAREI;BOBINA 20X30;ATACADAO SP;ATIVO 
391 ATACADAO - JACAREI;BOBINA 25X35;ATACADAO SP;ATIVO 
391 ATACADAO - JACAREI;BOBINA 30X40;ATACADAO SP;ATIVO 
398 ATACADAO - MARILIA;BOBINA 20X30;ATACADAO SP;ATIVO 
398 ATACADAO - MARILIA;BOBINA 25X35;ATACADAO SP;ATIVO 
398 ATACADAO - MARILIA;BOBINA 30X40;ATACADAO SP;ATIVO 
399 ATACADAO - MOGI GUACU;BOBINA 20X30;ATACADAO SP;ATIVO 
399 ATACADAO - MOGI GUACU;BOBINA 25X35;ATACADAO SP;ATIVO 
399 ATACADAO - MOGI GUACU;BOBINA 30X40;ATACADAO SP;ATIVO 
401 ATACADAO - OURINHOS;BOBINA 20X30;ATACADAO SP;ATIVO 
401 ATACADAO - OURINHOS;BOBINA 25X35;ATACADAO SP;ATIVO 
401 ATACADAO - OURINHOS;BOBINA 30X40;ATACADAO SP;ATIVO 
407 ATACADAO - RIO CLARO;BOBINA 20X30;ATACADAO SP;ATIVO 
407 ATACADAO - RIO CLARO;BOBINA 25X35;ATACADAO SP;ATIVO 
407 ATACADAO - RIO CLARO;BOBINA 30X40;ATACADAO SP;ATIVO 
258 ATACADAO - CARAGUATATUBA;BOBINA 20X30;ATACADAO SP;ATIVO 
258 ATACADAO - CARAGUATATUBA;BOBINA 25X35;ATACADAO SP;ATIVO 
258 ATACADAO - CARAGUATATUBA;BOBINA 30X40;ATACADAO SP;ATIVO 
259 ATACADAO - JACAREI;BOBINA 20X30;ATACADAO SP;ATIVO 
259 ATACADAO - JACAREI;BOBINA 25X35;ATACADAO SP;ATIVO 
259 ATACADAO - JACAREI;BOBINA 30X40;ATACADAO SP;ATIVO 
260 ATACADAO - MOGI MIRIM;BOBINA 20X30;ATACADAO SP;ATIVO 
260 ATACADAO - MOGI MIRIM;BOBINA 25X35;ATACADAO SP;ATIVO 
260 ATACADAO - MOGI MIRIM;BOBINA 30X40;ATACADAO SP;ATIVO 
268 ATACADAO - INDAIATUBA;BOBINA 20X30;ATACADAO SP;ATIVO 
268 ATACADAO - INDAIATUBA;BOBINA 25X35;ATACADAO SP;ATIVO 
268 ATACADAO - INDAIATUBA;BOBINA 30X40;ATACADAO SP;ATIVO 
319 ATACADAO - SOROCABA CAMPOLIM;BOBINA 20X30;ATACADAO SP;ATIVO 
319 ATACADAO - SOROCABA CAMPOLIM;BOBINA 25X35;ATACADAO SP;ATIVO 
319 ATACADAO - SOROCABA CAMPOLIM;BOBINA 30X40;ATACADAO SP;ATIVO 
328 ATACADAO - PRESIDENTE PRUDENTE;BOBINA 20X30;ATACADAO SP;ATIVO 
328 ATACADAO - PRESIDENTE PRUDENTE;BOBINA 25X35;ATACADAO SP;ATIVO 
328 ATACADAO - PRESIDENTE PRUDENTE;BOBINA 30X40;ATACADAO SP;ATIVO 
329 ATACADAO - PRESIDENTE PRUDENTE II - MONTE ALTO;BOBINA 20X30;ATACADAO SP;ATIVO 
329 ATACADAO - PRESIDENTE PRUDENTE II - MONTE ALTO;BOBINA 25X35;ATACADAO SP;ATIVO 
329 ATACADAO - PRESIDENTE PRUDENTE II - MONTE ALTO;BOBINA 30X40;ATACADAO SP;ATIVO 
330 ATACADAO - ARARAQUARA;BOBINA 20X30;ATACADAO SP;ATIVO 
330 ATACADAO - ARARAQUARA;BOBINA 25X35;ATACADAO SP;ATIVO 
330 ATACADAO - ARARAQUARA;BOBINA 30X40;ATACADAO SP;ATIVO 
331 ATACADAO - RIBEIRAO PRETO VIA NORTE;BOBINA 20X30;ATACADAO SP;ATIVO 
331 ATACADAO - RIBEIRAO PRETO VIA NORTE;BOBINA 25X35;ATACADAO SP;ATIVO 
331 ATACADAO - RIBEIRAO PRETO VIA NORTE;BOBINA 30X40;ATACADAO SP;ATIVO 
388 ATACADAO - GUARATINGUETA;BOBINA 20X30;ATACADAO SP;ATIVO 
388 ATACADAO - GUARATINGUETA;BOBINA 25X35;ATACADAO SP;ATIVO 
388 ATACADAO - GUARATINGUETA;BOBINA 30X40;ATACADAO SP;ATIVO 
402 ATACADAO - PIRACICABA;BOBINA 20X30;ATACADAO SP;ATIVO 
402 ATACADAO - PIRACICABA;BOBINA 25X35;ATACADAO SP;ATIVO 
402 ATACADAO - PIRACICABA;BOBINA 30X40;ATACADAO SP;ATIVO 
406 ATACADAO - RIBEIRAO PRETO;BOBINA 20X30;ATACADAO SP;ATIVO 
406 ATACADAO - RIBEIRAO PRETO;BOBINA 25X35;ATACADAO SP;ATIVO 
406 ATACADAO - RIBEIRAO PRETO;BOBINA 30X40;ATACADAO SP;ATIVO 
412 ATACADAO - SAO CARLOS;BOBINA 20X30;ATACADAO SP;ATIVO 
412 ATACADAO - SAO CARLOS;BOBINA 25X35;ATACADAO SP;ATIVO 
412 ATACADAO - SAO CARLOS;BOBINA 30X40;ATACADAO SP;ATIVO 
414 ATACADAO - SAO JOSE DO RIO PRETO AMERICA;BOBINA 20X30;ATACADAO SP;ATIVO 
414 ATACADAO - SAO JOSE DO RIO PRETO AMERICA;BOBINA 25X35;ATACADAO SP;ATIVO 
414 ATACADAO - SAO JOSE DO RIO PRETO AMERICA;BOBINA 30X40;ATACADAO SP;ATIVO 
BARCELOS ATACADISTA - GUARUS PLAZA;ECONOMICO 15L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - GUARUS PLAZA;ECONOMICO 30L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - GUARUS PLAZA;ECONOMICO 50L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - GUARUS PLAZA;ECONOMICO 100L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - GUARUS PLAZA;REFORCADO 100L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - GUARUS PLAZA;REFORCADO 200L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - ITABORAI;ECONOMICO 15L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - ITABORAI;ECONOMICO 30L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - ITABORAI;ECONOMICO 50L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - ITABORAI;ECONOMICO 100L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - ITABORAI;REFORCADO 100L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - ITABORAI;REFORCADO 200L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - SAO GONCALO;ECONOMICO 15L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - SAO GONCALO;ECONOMICO 30L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - SAO GONCALO;ECONOMICO 50L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - SAO GONCALO;ECONOMICO 100L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - SAO GONCALO;REFORCADO 100L;BARCELOS ATACADISTA ;ATIVO 
BARCELOS ATACADISTA - SAO GONCALO;REFORCADO 200L;BARCELOS ATACADISTA ;ATIVO 
SUPER BOM - 13 DE MAIO;ECONOMICO 15L;SUPER BOM ;ATIVO 
SUPER BOM - 13 DE MAIO;ECONOMICO 30L;SUPER BOM ;ATIVO 
SUPER BOM - 13 DE MAIO;ECONOMICO 50L;SUPER BOM ;ATIVO 
SUPER BOM - 13 DE MAIO;ECONOMICO 100L;SUPER BOM ;ATIVO 
SUPER BOM - 13 DE MAIO;REFORCADO 100L;SUPER BOM ;ATIVO 
SUPER BOM - 13 DE MAIO;REFORCADO 200L;SUPER BOM ;ATIVO 
SUPER BOM - CAMPO GRANDE;ECONOMICO 15L;SUPER BOM ;ATIVO 
SUPER BOM - CAMPO GRANDE;ECONOMICO 30L;SUPER BOM ;ATIVO 
SUPER BOM - CAMPO GRANDE;ECONOMICO 50L;SUPER BOM ;ATIVO 
SUPER BOM - CAMPO GRANDE;ECONOMICO 100L;SUPER BOM ;ATIVO 
SUPER BOM - CAMPO GRANDE;REFORCADO 100L;SUPER BOM ;ATIVO 
SUPER BOM - CAMPO GRANDE;REFORCADO 200L;SUPER BOM ;ATIVO 
SUPER BOM - COLUBANDE;ECONOMICO 15L;SUPER BOM ;ATIVO 
SUPER BOM - COLUBANDE;ECONOMICO 30L;SUPER BOM ;ATIVO 
SUPER BOM - COLUBANDE;ECONOMICO 50L;SUPER BOM ;ATIVO 
SUPER BOM - COLUBANDE;ECONOMICO 100L;SUPER BOM ;ATIVO 
SUPER BOM - COLUBANDE;REFORCADO 100L;SUPER BOM ;ATIVO 
SUPER BOM - COLUBANDE;REFORCADO 200L;SUPER BOM ;ATIVO 
SUPER BOM - CURICICA;ECONOMICO 15L;SUPER BOM ;ATIVO 
SUPER BOM - CURICICA;ECONOMICO 30L;SUPER BOM ;ATIVO 
SUPER BOM - CURICICA;ECONOMICO 50L;SUPER BOM ;ATIVO 
SUPER BOM - CURICICA;ECONOMICO 100L;SUPER BOM ;ATIVO 
SUPER BOM - CURICICA;REFORCADO 100L;SUPER BOM ;ATIVO 
SUPER BOM - CURICICA;REFORCADO 200L;SUPER BOM ;ATIVO 
SUPER BOM - GOYTACAZES;ECONOMICO 15L;SUPER BOM ;ATIVO 
SUPER BOM - GOYTACAZES;ECONOMICO 30L;SUPER BOM ;ATIVO 
SUPER BOM - GOYTACAZES;ECONOMICO 50L;SUPER BOM ;ATIVO 
SUPER BOM - GOYTACAZES;ECONOMICO 100L;SUPER BOM ;ATIVO 
SUPER BOM - GOYTACAZES;REFORCADO 100L;SUPER BOM ;ATIVO 
SUPER BOM - GOYTACAZES;REFORCADO 200L;SUPER BOM ;ATIVO 
SUPER BOM - GUARUS PLAZA;ECONOMICO 15L;SUPER BOM ;ATIVO 
SUPER BOM - GUARUS PLAZA;ECONOMICO 30L;SUPER BOM ;ATIVO 
SUPER BOM - GUARUS PLAZA;ECONOMICO 50L;SUPER BOM ;ATIVO 
SUPER BOM - GUARUS PLAZA;ECONOMICO 100L;SUPER BOM ;ATIVO 
SUPER BOM - GUARUS PLAZA;REFORCADO 100L;SUPER BOM ;ATIVO 
SUPER BOM - GUARUS PLAZA;REFORCADO 200L;SUPER BOM ;ATIVO 
SUPER BOM - IPS;ECONOMICO 15L;SUPER BOM ;ATIVO 
SUPER BOM - IPS;ECONOMICO 30L;SUPER BOM ;ATIVO 
SUPER BOM - IPS;ECONOMICO 50L;SUPER BOM ;ATIVO 
SUPER BOM - IPS;ECONOMICO 100L;SUPER BOM ;ATIVO 
SUPER BOM - IPS;REFORCADO 100L;SUPER BOM ;ATIVO 
SUPER BOM - IPS;REFORCADO 200L;SUPER BOM ;ATIVO 
SUPER BOM - NOVA IGUACU;ECONOMICO 15L;SUPER BOM ;ATIVO 
SUPER BOM - NOVA IGUACU;ECONOMICO 30L;SUPER BOM ;ATIVO 
SUPER BOM - NOVA IGUACU;ECONOMICO 50L;SUPER BOM ;ATIVO 
SUPER BOM - NOVA IGUACU;ECONOMICO 100L;SUPER BOM ;ATIVO 
SUPER BOM - NOVA IGUACU;REFORCADO 100L;SUPER BOM ;ATIVO 
SUPER BOM - NOVA IGUACU;REFORCADO 200L;SUPER BOM ;ATIVO 
